,title,id,revenue,budget,vote_average,vote_count,weighted_rating,genres,cast,gender,keywords,release_date,number of males,number of females,number of unknown,number of cast
4282,Rio 2,172385,500188435,103000000,6.3,997.0,6.0,"['Animation', 'Adventure', 'Comedy', 'Family']","['Jesse Eisenberg', 'Anne Hathaway', 'Leslie Mann']","[2, 1, 1, 2, 2, 2, 0, 2, 2, 1, 2, 1, 1, 2, 2, 2, 1, 0, 0, 1, 1]","['bird', 'sequel', 'jungle', 'audition', 'amazon rainforest', 'parrots']",2014-03-19,10,8,3,21
4283,Transcendence,157353,103039258,100000000,5.9,2339.0,6.0,"['Thriller', 'Science Fiction', 'Drama', 'Mystery']","['Johnny Depp', 'Paul Bettany', 'Rebecca Hall']","[2, 2, 1, 1, 2, 2, 2, 2, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","['artificial intelligence', 'technology', 'nanotechnology', 'computer virus', 'super computer', 'resurrection', 'love', 'mind control', 'terrorism', 'scientist', 'extremist', 'moral dilemma', 'computer scientist', 'mind transfer', 'quantum computer', 'mind uploading']",2014-04-16,18,3,0,21
4284,Heaven is for Real,236751,101332962,12000000,6.1,234.0,6.0,['Drama'],"['Greg Kinnear', 'Kelly Reilly', 'Connor Corum']","[2, 1, 0, 2, 2, 2, 0, 0, 2, 1]","['based on novel', 'faith', 'based on true events']",2014-04-16,5,2,3,10
4285,The Other Woman,193610,196781193,40000000,6.2,1467.0,6.0,"['Comedy', 'Romance']","['Cameron Diaz', 'Leslie Mann', 'Kate Upton']","[1, 1, 1, 0, 2, 2, 1, 1, 2, 2, 2, 0, 1, 1, 1, 1]","['infidelity', 'revenge', 'unfaithful boyfriend', 'woman', 'sitting on a toilet', 'public toilet', 'marital infidelity', 'laxative', 'unfaithful husband']",2014-04-16,5,9,2,16
4286,Brick Mansions,254473,68896829,28000000,5.7,628.0,6.0,"['Action', 'Crime', 'Drama']","['Paul Walker', 'David Belle', 'RZA']","[2, 2, 2, 2, 2, 0, 2, 2, 1, 0, 2, 0]","['martial arts', 'atomic bomb', 'ghetto', 'parkour', 'cops', 'remake', 'undercover cop', 'gangster', 'remake of french film']",2014-04-22,8,1,3,12
4287,Locke,210479,4635300,2000000,6.9,780.0,7.0,"['Drama', 'Thriller']","['Tom Hardy', 'Ruth Wilson', 'Andrew Scott']","[2, 1, 2, 0, 2, 0, 0, 1, 2, 2, 2, 0]","['london england', 'england', 'cheating husband', 'pregnancy', 'construction site', 'one night', 'road movie', 'driving', 'husband wife relationship', 'project manager', 'driving at night', 'car phone']",2014-04-10,6,2,4,12
4288,Pompeii,76649,117831631,130000000,5.2,1294.0,5.0,"['Action', 'Adventure', 'History', 'Romance', 'Drama']","['Kit Harington', 'Carrie-Anne Moss', 'Emily Browning']","[2, 1, 1, 2, 1, 2, 2, 2, 2, 2, 0, 2, 2, 2, 0, 0, 0, 2, 2, 0, 1]","['gladiator', 'arena', 'gladiator fight', 'lava', 'roman', 'forbidden love', 'natural disaster', 'epic', 'disaster', 'slave', 'town in panic', 'vulcan', 'volcanic eruption', 'pompeii', '3d']",2014-02-18,12,4,5,21
4289,Neighbors,195589,268157400,18000000,6.2,2773.0,6.0,['Comedy'],"['Seth Rogen', 'Zac Efron', 'Rose Byrne']","[2, 2, 1, 2, 2, 2, 1, 1, 2, 0, 1, 0, 2, 1, 1, 1, 2, 1, 2, 2, 2]","['alcohol', 'baby', 'party', 'family', 'fraternity', 'fraternity house', 'neighbor neighbor relationship', 'bathroom humor']",2014-05-08,11,8,2,21
4290,Tentacles,49158,3000000,750000,3.8,17.0,5.0,"['Thriller', 'Horror', 'Science Fiction']","['John Huston', 'Shelley Winters', 'Bo Hopkins']","[2, 1, 2, 2, 2, 1, 2, 0, 0, 2, 2, 0]","['octopus', 'killer whale']",1977-02-25,7,2,3,12
4291,Belle,205601,16505460,10900000,7.2,230.0,7.0,['Drama'],"['Gugu Mbatha-Raw', 'Tom Wilkinson', 'Miranda Richardson']","[1, 2, 1, 1, 0, 1, 2, 2, 2, 0, 0, 1, 2, 0]","['victorian england', 'trial', 'slave', 'black woman', 'high society', 'caribbean', 'woman director', 'social issues']",2013-09-08,5,5,4,14
4292,The Immigrant,152599,5867686,16000000,6.2,256.0,6.0,"['Drama', 'Romance']","['Marion Cotillard', 'Jeremy Renner', 'Joaquin Phoenix']","[1, 2, 2, 1, 0, 2, 0, 1, 1]","['new york', 'corruption', 'sister sister relationship', 'magic', 'immigrant', 'nudity', 'nightmare', 'ship', 'quarantine', 'love', 'murder', 'money', 'escape', 'doctor', 'prostitution', 'poland', 'illness']",2013-07-03,3,4,2,9
4293,A Wednesday!,19703,3500000,1400000,7.0,61.0,6.0,"['Action', 'Drama']","['Anupam Kher', 'Naseeruddin Shah', 'Jimmy Shergill']","[2, 2, 2, 0, 0, 2, 0, 0, 2, 2, 2, 0, 2, 0, 1, 2, 0, 2, 0, 0]","['bomb', 'terror', 'police']",2008-09-05,10,1,9,20
4294,Moms' Night Out,252680,10429707,5000000,5.5,122.0,5.0,['Comedy'],"['Sarah Drew', 'Sean Astin', 'Patricia Heaton']","[1, 2, 0, 0, 0, 2, 1, 1, 2, 2, 0, 1, 0, 0, 2, 2, 2, 0, 0, 0, 2]","['parent child relationship', 'wife husband relationship', 'stress', 'children', 'mother daughter relationship', 'parenthood', 'parenting', 'duringcreditsstinger']",2014-03-25,8,4,9,21
4295,Lucy,240832,126546825,40000000,6.3,6048.0,6.0,"['Action', 'Science Fiction']","['Scarlett Johansson', 'Morgan Freeman', 'Choi Min-sik']","[1, 2, 2, 2, 2, 2, 1, 0, 2, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 1, 0]","['artificial intelligence', 'telepathy', 'intelligence', 'drug mule', 'telekinesis', 'futuristic', 'drug', 'superpower', 'tough girl', 'imax', 'surgery', 'brain capacity', 'synthetic drug', 'human brain']",2014-07-14,9,3,9,21
4296,X-Men: Days of Future Past,127585,747862775,250000000,7.5,6155.0,7.0,"['Action', 'Adventure', 'Fantasy', 'Science Fiction']","['Hugh Jackman', 'James McAvoy', 'Michael Fassbender']","[2, 2, 2, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 2, 0, 1]","['1970s', 'mutant', 'time travel', 'marvel comic', 'based on comic', 'superhuman', 'storm', 'beast', 'aftercreditsstinger', 'changing the past or future']",2014-05-15,14,6,1,21
4297,Godzilla,124905,529076069,160000000,6.1,3232.0,6.0,"['Action', 'Science Fiction', 'Thriller']","['Aaron Taylor-Johnson', 'Ken Watanabe', 'Elizabeth Olsen']","[2, 2, 1, 1, 1, 2, 2, 2, 0, 2, 2, 2, 2, 2, 2, 2, 1, 0, 0, 0, 0]","['monster', 'godzilla', 'remake', 'giant monster', 'gojira', 'kaiju', 'global threat', 'animal horror']",2014-05-14,12,4,5,21
4298,Walk of Shame,187596,59209,15000000,5.8,561.0,6.0,['Comedy'],"['Elizabeth Banks', 'James Marsden', 'Gillian Jacobs']","[1, 2, 1, 2, 1, 2, 2, 0, 2, 2, 2, 0, 0, 2, 0, 1, 2, 2, 2, 2]","['journalist', 'one-night stand', 'blonde', 'woman', 'lost', 'newswoman']",2014-05-02,12,4,4,20
4299,Chef,212778,45967935,11000000,7.2,1203.0,7.0,['Comedy'],"['Jon Favreau', 'Sof\xc3\xada Vergara', 'Emjay Anthony']","[2, 1, 2, 2, 1, 2, 2, 2, 1, 2, 2, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","['father son relationship', 'kitchen', 'restaurant owner', 'road trip', 'food', 'chef', 'ex-husband ex-wife relationship', 'twitter', 'social media', 'duringcreditsstinger', 'food truck']",2014-05-08,8,4,9,21
4300,Afflicted,210947,121179,318000,6.4,210.0,6.0,"['Horror', 'Thriller']","['Baya Rehaz', 'Derek Lee', 'Clif Prowse']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['vampire', 'found footage']",2014-04-04,0,0,11,11
4301,Blended,232672,123494610,40000000,6.6,1028.0,7.0,['Comedy'],"['Drew Barrymore', 'Adam Sandler', 'Wendi McLendon-Covey']","[1, 2, 1, 1, 2, 2, 1, 2, 1, 1, 0, 0, 0, 0, 0, 1, 2, 2, 1, 1, 2]","['africa', 'blind date', 'relationship', 'family vacation', 'family']",2014-05-21,7,9,5,21
4302,Maleficent,102651,758539785,180000000,7.0,4607.0,7.0,"['Fantasy', 'Adventure', 'Action', 'Family', 'Romance']","['Angelina Jolie', 'Elle Fanning', 'Sharlto Copley']","[1, 1, 2, 2, 1, 1, 1, 2, 0, 1, 2, 2, 2, 1, 1, 0, 0, 0, 2, 2, 0]","['fairy tale', 'villain', 'sleeping beauty', 'dark fantasy', 'based on fairy tale', 'adaptation', 'retelling', 'literary adaptation', '3d']",2014-05-28,8,8,5,21
4303,Edge of Tomorrow,137113,370541256,178000000,7.6,4979.0,8.0,"['Action', 'Science Fiction']","['Tom Cruise', 'Emily Blunt', 'Brendan Gleeson']","[2, 1, 2, 2, 0, 2, 2, 2, 0, 1, 0, 0, 2, 1, 0, 1, 2, 1, 0, 0, 2]","['deja vu', 'time warp', 'restart', 'dystopia', 'war', 'alien', 'military officer', 'soldier', 'alien invasion', 'exoskeleton']",2014-05-27,9,5,7,21
4304,Mission: Impossible - Rogue Nation,177677,682330139,150000000,7.1,3274.0,7.0,"['Action', 'Adventure', 'Thriller']","['Tom Cruise', 'Rebecca Ferguson', 'Simon Pegg']","[2, 1, 2, 2, 2, 2, 0, 0, 2, 0, 2, 0, 0, 2, 1, 0, 2, 0, 0, 0, 2]","['london england', 'spy', 'austria', 'villain', 'sequel', 'mission', 'conspiracy', 'vienna opera', 'vienna']",2015-07-23,10,2,9,21
4305,Million Dollar Arm,198185,38307627,25000000,6.6,264.0,6.0,['Drama'],"['Jon Hamm', 'Bill Paxton', 'Lake Bell']","[2, 2, 1, 2, 2, 2, 0, 2, 0, 2, 2, 1, 2, 1]","['baseball', 'sport', 'duringcreditsstinger']",2014-05-09,9,3,2,14
4306,The Fault in Our Stars,222935,307166834,12000000,7.6,3868.0,8.0,"['Romance', 'Drama']","['Shailene Woodley', 'Ansel Elgort', 'Nat Wolff']","[1, 2, 2, 1, 2, 2, 1, 2, 0, 2, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","['amsterdam', 'based on novel', 'support group', 'cancer', 'teenager', 'star crossed lovers', 'teen drama', 'oxygen tank', 'based on young adult novel']",2014-05-16,6,5,10,21
4307,The Grand Seduction,209185,3430018,12700000,6.7,109.0,6.0,['Comedy'],"['Brendan Gleeson', 'Taylor Kitsch', 'Gordon Pinsent']","[2, 2, 2, 1, 0, 2, 1, 0, 1, 2]","['newfoundland', 'doctor', 'bribery', 'new job', 'hospitality']",2014-05-30,5,3,2,10
4308,Black Nativity,175541,7018189,17500000,5.8,16.0,5.0,"['Drama', 'Music']","['Forest Whitaker', 'Angela Bassett', 'Jennifer Hudson']","[2, 1, 1, 2, 0, 1, 2, 2, 0]","['musical', 'based on play or musical', 'woman director', 'based on bible', 'nativity', 'christmas']",2013-11-27,4,3,2,9
4309,Minuscule: Valley of the Lost Ants,140870,30000000,19700000,6.6,128.0,6.0,"['Animation', 'Adventure', 'Family']","['Sarah Cohen-Hadria', 'Jean-Paul Guyon']","[0, 0]","['picnic', 'ant', 'animation', 'fictional war', 'nature', 'ladybug', 'woman director']",2013-11-17,0,0,2,2
4310,Mindscape,227700,1200000,4357373,6.5,202.0,6.0,"['Thriller', 'Drama']","['Mark Strong', 'Taissa Farmiga', 'Brian Cox']","[2, 1, 2, 1, 2, 1, 2, 2, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",['teenager'],2013-10-13,5,5,10,20
4311,22 Jump Street,187017,188441614,50000000,7.0,3375.0,7.0,"['Crime', 'Comedy', 'Action']","['Jonah Hill', 'Channing Tatum', 'Dave Franco']","[2, 2, 2, 2, 2, 2, 2, 0, 2, 1, 1, 0, 1, 2, 2, 2, 0, 2, 1, 2, 2]","['high school', 'undercover cop', 'buddy comedy', 'aftercreditsstinger', 'duringcreditsstinger']",2014-06-05,14,4,3,21
4312,The Equalizer,156022,192330738,55000000,7.1,2997.0,7.0,"['Thriller', 'Action', 'Crime']","['Denzel Washington', 'Marton Csokas', 'Chlo\xc3\xab Grace Moretz']","[2, 2, 1, 2, 1, 2, 1, 2, 0, 2, 0, 2, 2, 0, 0, 0, 2, 2, 0, 2, 2]","['corruption', 'assassin', 'hostage', 'fbi', 'hitman', 'russian', 'security camera', 'sadism', 'vigilante', 'sociopath', 'revenge', 'suspense', 'organized crime', 'gore', 'gangster', 'violence', 'teenage prostitute', 'commando', 'interrogation', 'surveillance', 'ex soldier', 'faked death', 'loner', 'call girl', 'black ops', 'hand to hand combat', 'mysterious past']",2014-09-24,12,3,6,21
4313,How to Train Your Dragon 2,82702,609123048,145000000,7.6,3163.0,8.0,"['Fantasy', 'Action', 'Adventure', 'Animation', 'Comedy', 'Family']","['Jay Baruchel', 'Gerard Butler', 'Kristen Wiig']","[2, 2, 1, 2, 1, 2, 2, 2, 2, 1, 2, 0, 0, 2, 2, 0, 0]","['father son relationship', 'wife husband relationship', 'sacrifice', 'viking', 'sequel', 'rescue', 'dragon', 'mother son relationship', 'death of husband', 'warrior', '3d']",2014-06-12,10,3,4,17
4314,Birdman,194662,103215094,18000000,7.4,4657.0,7.0,"['Drama', 'Comedy']","['Michael Keaton', 'Emma Stone', 'Zach Galifianakis']","[2, 1, 2, 1, 2, 0, 2, 2, 1, 1, 2, 2, 2, 0, 1, 2, 2, 1, 2, 1, 0]","['times square', 'superhero', 'long take', 'new york city', 'play', 'broadway', 'actor']",2014-08-27,11,7,3,21
4315,17 Girls,87368,201607,4141459,5.6,103.0,6.0,['Drama'],"['Louise Grinberg', 'Juliette Darche', 'Roxane Duran']","[0, 0, 1, 1, 0, 1, 1, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",['woman director'],2011-06-13,1,5,15,21
4316,Boyhood,85350,44349000,4000000,7.5,2008.0,7.0,['Drama'],"['Ellar Coltrane', 'Patricia Arquette', 'Ethan Hawke']","[2, 1, 2, 0, 1, 2, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['daily life', ""family's daily life"", 'urban life', 'growing up', 'domestic abuse', 'coming of age', 'parenting', 'divorce', 'family', 'divorced parents', 'abusive husband']",2014-06-05,4,2,15,21
4317,Jersey Boys,209451,67347013,40000000,6.8,257.0,7.0,"['Music', 'Drama']","['Christopher Walken', 'Vincent Piazza', 'Freya Tingley']","[2, 2, 1, 2, 2, 1, 1, 2, 0, 2, 0, 0, 0, 0, 2, 0, 0, 0, 2, 2, 0]","['biography', 'based on play or musical']",2014-06-05,9,3,9,21
4318,Transformers: Age of Extinction,91314,1091405097,210000000,5.8,3136.0,6.0,"['Science Fiction', 'Action', 'Adventure']","['Mark Wahlberg', 'Stanley Tucci', 'Kelsey Grammer']","[2, 2, 2, 1, 2, 2, 1, 1, 2, 2, 2, 2, 0, 0, 2, 0, 2, 2, 2, 2, 2]","['sequel', 'alien', 'transformers', 'giant robot', 'robot', 'imax', 'transforming robot']",2014-06-25,15,3,3,21
4319,Planes: Fire & Rescue,218836,151165787,50000000,5.8,286.0,6.0,"['Animation', 'Comedy', 'Adventure', 'Family']","['Dane Cook', 'Ed Harris', 'Julie Bowen']","[2, 2, 1, 2, 2, 2, 2, 2, 1, 2, 2, 2, 2, 1, 1, 2, 2, 2, 2, 2, 0]","['firemen', 'national park', 'sequel', 'anthropomorphism']",2014-07-17,16,4,1,21
4320,Mrs. Brown's Boys D'Movie,262340,23000000,5900000,4.7,34.0,5.0,['Comedy'],"[""Brendan O'Carroll"", 'Jennifer Gibney', ""Eilish O'Carroll""]","[2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 2, 0, 2, 2, 0, 0, 0, 0]","['court case', 'market', 'duringcreditsstinger', 'brendan ocarrol']",2014-06-27,6,0,15,21
4321,The Babadook,242224,6676471,2000000,6.5,1890.0,6.0,"['Drama', 'Thriller', 'Horror']","['Essie Davis', 'Noah Wiseman', 'Daniel Henshall']","[1, 0, 2, 0, 0, 0, 0, 1, 1, 0, 0, 1, 2, 1, 0, 0, 2, 1, 2, 1, 1]","['monster', 'nightmare', 'book', 'dysfunctional family', 'single mother', 'psychological horror', 'mother son relationship', 'psychological drama', 'grieving', 'woman director', 'death of spouse', 'self delusion', 'self created problems', 'behavioral disorders', 'sleeplessness']",2014-05-22,4,8,9,21
4322,White God,267999,282358,2200000,6.6,105.0,6.0,['Drama'],"['Zs\xc3\xb3fia Psotta', 'S\xc3\xa1ndor Zs\xc3\xb3t\xc3\xa9r', 'Lili Horv\xc3\xa1th']","[0, 2, 0, 2, 0, 0, 0, 0, 0]","['dog', 'revolt']",2014-06-12,2,0,7,9
4323,Whiplash,244786,13092000,3300000,8.3,4376.0,8.0,['Drama'],"['Miles Teller', 'J.K. Simmons', 'Melissa Benoist']","[2, 2, 1, 2, 2, 1, 2, 0, 2, 2, 0, 2, 0, 2, 0, 0, 0, 0, 0, 0, 0]","['jazz', 'obsession', 'conservatory', 'music teacher', 'new york city', 'violence', 'montage', 'drummer', 'public humiliation', 'jazz band', 'young adult', 'music school']",2014-10-10,9,2,10,21
4324,Gone Girl,210577,369330363,61000000,7.9,6023.0,8.0,"['Mystery', 'Thriller', 'Drama']","['Ben Affleck', 'Rosamund Pike', 'Carrie Coon']","[2, 1, 1, 2, 2, 1, 2, 1, 1, 1, 1, 2, 2, 1, 2, 1, 1, 2, 0, 2, 0]","['based on novel', 'marriage crisis', 'disappearance', 'cheating husband', 'missing person', 'search party', 'criminal lawyer', 'wife murder', 'murder suspect', 'missing wife']",2014-10-01,9,10,2,21
4325,Dawn of the Planet of the Apes,119450,710644566,170000000,7.3,4511.0,7.0,"['Science Fiction', 'Action', 'Drama', 'Thriller']","['Andy Serkis', 'Jason Clarke', 'Gary Oldman']","[2, 2, 2, 1, 2, 2, 2, 1, 0, 1, 0, 2, 2, 2, 2, 2, 2, 2, 0, 0, 2]","['leader', 'colony', 'post-apocalyptic', 'dystopia', 'forest', 'sequel', 'woods', 'ape', 'scientist', 'monkey', 'medical research', 'animal attack', 'plague', '3d']",2014-06-26,14,3,4,21
4326,No One Lives,123109,74918,2900000,5.5,173.0,5.0,"['Horror', 'Thriller']","['Luke Evans', 'Adelaide Clemens', 'Lee Tergesen']","[2, 1, 2, 2, 1, 0, 1, 2, 1, 2, 1, 2, 1, 0]","['suicide', 'male nudity', 'female nudity', 'shotgun', 'restaurant', 'nudity', 'motel', 'highway', 'police', 'psychopath', 'murder', 'travel', 'gore', 'serial killer', 'gang', 'blood', 'slasher', 'torture', 'crash', 'extreme violence', 'violence', 'country', 'trailer', 'wrecking yard', 'kiddnapping', 'tracking device', 'person in car trunk']",2013-03-09,6,6,2,14
4327,And So It Goes,253235,25312387,18000000,5.7,166.0,6.0,"['Comedy', 'Drama', 'Romance']","['Michael Douglas', 'Diane Keaton', 'Sterling Jerins']","[2, 1, 1, 0, 1, 0, 0, 1, 2, 1, 2, 0, 0, 2, 1, 0, 0, 2, 1, 1, 0]","['grandfather granddaughter relationship', 'neighbor', 'wealthy', 'elderly', 'estrangement']",2014-07-20,5,8,8,21
4328,Sex Tape,225886,126069509,40000000,5.2,1733.0,5.0,['Comedy'],"['Cameron Diaz', 'Jason Segel', 'Rob Corddry']","[1, 2, 2, 1, 2, 2, 1, 0, 0, 0, 2, 0, 2, 2, 0, 2, 1, 0, 0, 2, 0]","['marriage', 'internet', 'relationship', 'family', 'sex tape']",2014-07-17,9,4,8,21
4329,The Purge: Anarchy,238636,108782847,9000000,6.6,2008.0,7.0,"['Horror', 'Thriller']","['Frank Grillo', 'Carmen Ejogo', 'Zach Gilford']","[2, 1, 2, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 0, 2, 2, 1, 0, 1, 1, 2]","['bus', 'assault rifle', 'sniper', 'machete', 'dystopia', 'psychopath', 'sequel', 'revenge', 'murder', 'survival', 'motorcycle', 'violence', 'one day', 'masked man', 'apartment', 'death', 'survival horror', 'gatling gun']",2014-07-17,12,7,2,21
4330,Guardians of the Galaxy,118340,773328629,170000000,7.9,10014.0,8.0,"['Action', 'Science Fiction', 'Adventure']","['Chris Pratt', 'Zoe Saldana', 'Dave Bautista']","[2, 1, 2, 2, 2, 2, 2, 1, 2, 2, 1, 2, 2, 2, 2, 2, 1, 2, 2, 0, 0]","['marvel comic', 'spaceship', 'space', 'outer space', 'orphan', 'adventurer', 'aftercreditsstinger', 'duringcreditsstinger', 'marvel cinematic universe']",2014-07-30,15,4,2,21
4331,The Signal,242095,600896,4000000,5.8,639.0,6.0,"['Thriller', 'Science Fiction']","['Brenton Thwaites', 'Olivia Cooke', 'Beau Knapp']","[2, 1, 0, 2, 2, 1, 0, 0, 0, 0, 0, 0]","['hacker', 'supernatural powers', 'road trip', 'independent film', 'superpower', 'boyfriend girlfriend relationship', 'secret laboratory']",2014-03-15,3,2,7,12
4332,The Expendables 3,138103,206172544,90000000,6.1,1830.0,6.0,"['Action', 'Adventure', 'Thriller']","['Sylvester Stallone', 'Jason Statham', 'Harrison Ford']","[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 0, 0, 2, 2, 0, 2, 0, 0, 0]","['cia', 'arms dealer', 'sequel', 'rescue mission', 'hospital', 'battle', 'sledgehammer', 'revolver']",2014-08-04,15,0,6,21
4333,Hercules,184315,243400000,100000000,5.6,1707.0,6.0,"['Action', 'Adventure']","['Dwayne Johnson', 'Ian McShane', 'John Hurt']","[2, 2, 2, 2, 2, 1, 0, 2, 2, 2, 1, 0, 2, 0, 0, 1, 2, 2, 0, 0, 2]","['mercenary', 'battle', 'ancient greece', 'hercules', 'warrior', 'sagen']",2014-07-23,12,3,6,21
4334,A Most Wanted Man,157849,31554855,15000000,6.5,545.0,6.0,['Thriller'],"['Philip Seymour Hoffman', 'Rachel McAdams', 'Robin Wright']","[2, 1, 1, 2, 2, 0, 1, 2, 2, 2, 1, 0, 0, 0, 0, 2, 1, 0, 2, 2, 0]","['terror', 'muslim', 'intelligence', 'immigrant', 'torture', 'surveillance', 'security']",2014-07-25,9,5,7,21
4335,Wish I Was Here,231576,5483299,5500000,6.4,304.0,6.0,"['Drama', 'Comedy']","['Zach Braff', 'Kate Hudson', 'Joey King']","[2, 1, 1, 2, 2, 2, 1, 2, 2, 2, 2, 2, 2, 0, 2, 2, 0, 2, 2, 0, 0]","['jew', 'independent film', 'homeschooling', 'family', 'struggling actor']",2014-01-18,14,3,4,21
4336,Earth to Echo,238603,45300000,13000000,5.7,294.0,6.0,"['Family', 'Adventure', 'Science Fiction']","['Teo Halm', 'Astro', 'Resse Hartwig']","[0, 2, 0, 1, 2, 0, 0, 0, 0, 0, 2, 1, 2, 1, 0, 0, 0, 1, 2, 0, 2]","['alien', 'found footage']",2014-06-14,6,4,11,21
4337,Step Up All In,243683,86165646,45000000,6.7,649.0,7.0,"['Romance', 'Drama', 'Music']","['Ryan Guzman', 'Briana Evigan', 'Stephen Boss']","[2, 1, 0, 0, 1, 1, 2, 2, 0, 1, 1, 0, 0, 0, 2, 2, 0, 0, 1, 0, 2]","['street artist', 'dance contest', 'woman director']",2014-07-16,6,6,9,21
4338,The Rover,157845,2295423,12250000,6.1,295.0,6.0,"['Crime', 'Drama']","['Guy Pearce', 'Robert Pattinson', 'Scoot McNairy']","[2, 2, 2, 0, 2, 1, 1, 0, 0, 0]","['brother brother relationship', 'small town', 'hostage', 'motel', 'dystopia', 'australia', 'rifle', 'money', 'car accident', 'theft', 'dog', 'car chase', 'desert', 'neo-western', 'midget']",2014-05-18,4,2,4,10
4339,Magic in the Moonlight,229297,51029361,16800000,6.5,749.0,6.0,"['Comedy', 'Drama', 'Romance']","['Colin Firth', 'Emma Stone', 'Hamish Linklater']","[2, 1, 2, 1, 1, 1, 1, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]","['provence', 'magic', 'aunt', 'spiritualist']",2014-07-25,3,6,12,21
4340,The Hundred-Foot Journey,228194,88880821,22000000,7.3,516.0,7.0,['Drama'],"['Helen Mirren', 'Manish Dayal', 'Om Puri']","[1, 2, 2, 1, 2, 1, 0, 0, 0, 2, 0, 2, 2, 2, 0, 0, 0, 0, 0, 0, 2]","['france', 'based on novel', 'indian lead', 'restaurant', 'family']",2014-08-06,8,3,10,21
4341,Jupiter Ascending,76757,183987723,176000003,5.2,2816.0,5.0,"['Science Fiction', 'Fantasy', 'Action', 'Adventure']","['Mila Kunis', 'Channing Tatum', 'Sean Bean']","[1, 2, 2, 2, 2, 1, 1, 1, 0, 0, 2, 0, 1, 0, 2, 1, 2, 1, 2, 0, 0]","['jupiter', 'space', 'woman director', '3d', 'interspecies romance']",2015-02-04,8,7,6,21
4342,Teenage Mutant Ninja Turtles,98566,477200000,125000000,5.8,2677.0,6.0,"['Science Fiction', 'Action', 'Adventure', 'Fantasy', 'Comedy']","['Megan Fox', 'Will Arnett', 'William Fichtner']","[1, 2, 2, 2, 2, 0, 2, 2, 2, 2, 0, 1, 0, 1, 2, 2, 1, 0, 2, 2, 0]","['martial arts', 'terrorist', 'hero', 'mutation', 'van', 'turtle', 'vigilante', 'superhero', 'based on comic', 'ninja', 'new york city', 'sewer', 'reboot', 'science experiment', '3d']",2014-08-07,12,4,5,21
4343,The Giver,227156,66980456,25000000,6.4,1859.0,6.0,"['Drama', 'Science Fiction']","['Jeff Bridges', 'Meryl Streep', 'Brenton Thwaites']","[2, 1, 2, 1, 2, 1, 1, 2, 0, 0, 2, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0]","['dystopia', 'black and white', 'based on young adult novel']",2014-08-11,6,4,11,21
4344,Let's Be Cops,193893,136621271,17000000,6.4,1234.0,6.0,['Comedy'],"['Jake Johnson', 'Damon Wayans Jr.', 'Nina Dobrev']","[2, 2, 1, 2, 2, 2, 2, 2, 2, 1, 1, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0]","['corruption', 'robbery', 'kidnapping', 'nightclub', 'male friendship', 'investigation', 'police', 'party', 'murder', 'mobster', 'los angeles', 'lying', 'impersonating a police officer', 'flashback']",2014-08-13,9,3,9,21
4345,The Sacrament,211067,9221,4000000,5.6,139.0,6.0,"['Horror', 'Mystery', 'Thriller']","['Joe Swanberg', 'AJ Bowen', 'Kentucker Audley']","[0, 2, 0, 0, 1, 0, 0, 0, 0, 2, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 2]","['poison', 'journalist', 'lethal injection', 'interview', 'cult', 'based on true story', 'suspense', 'thriller', 'brainwashing', 'massacre', 'cult leader', 'mumblegore']",2013-09-02,3,3,15,21
4346,Sin City: A Dame to Kill For,189,39407616,65000000,6.3,1314.0,6.0,"['Crime', 'Thriller']","['Mickey Rourke', 'Jessica Alba', 'Josh Brolin']","[2, 1, 2, 2, 1, 2, 1, 2, 2, 2, 2, 2, 2, 1, 1, 2, 2, 2, 1, 1, 1]","['detective', 'dystopia', 'dominatrix', 'murder', 'suspense', 'twins', 'based on graphic novel', 'dark horse comics', 'neo-noir', '3d']",2014-08-20,13,8,0,21
